title	url	author
Adaptive Activation Thresholding: Dynamic Routing Type Behavior for Interpretability in Convolutional Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Sun_Adaptive_Activation_Thresholding_Dynamic_Routing_Type_Behavior_for_Interpretability_in_ICCV_2019_paper.pdf	Yiyou Sun
XRAI: Better Attributions Through Regions	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kapishnikov_XRAI_Better_Attributions_Through_Regions_ICCV_2019_paper.pdf	Andrei Kapishnikov
Guessing Smart: Biased Sampling for Efficient Black-Box Adversarial Attacks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Brunner_Guessing_Smart_Biased_Sampling_for_Efficient_Black-Box_Adversarial_Attacks_ICCV_2019_paper.pdf	Thomas Brunner
Mask-Guided Attention Network for Occluded Pedestrian Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Pang_Mask-Guided_Attention_Network_for_Occluded_Pedestrian_Detection_ICCV_2019_paper.pdf	Yanwei Pang
Spectral Feature Transformation for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Luo_Spectral_Feature_Transformation_for_Person_Re-Identification_ICCV_2019_paper.pdf	Chuanchen Luo
Permutation-Invariant Feature Restructuring for Correlation-Aware Image Set-Based Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Permutation-Invariant_Feature_Restructuring_for_Correlation-Aware_Image_Set-Based_Recognition_ICCV_2019_paper.pdf	Xiaofeng Liu
Improving Pedestrian Attribute Recognition With Weakly-Supervised Multi-Scale Attribute-Specific Localization	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tang_Improving_Pedestrian_Attribute_Recognition_With_Weakly-Supervised_Multi-Scale_Attribute-Specific_Localization_ICCV_2019_paper.pdf	Chufeng Tang
Correlation Congruence for Knowledge Distillation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Peng_Correlation_Congruence_for_Knowledge_Distillation_ICCV_2019_paper.pdf	Baoyun Peng
Dynamic Curriculum Learning for Imbalanced Data Classification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Dynamic_Curriculum_Learning_for_Imbalanced_Data_Classification_ICCV_2019_paper.pdf	Yiru Wang
Video Face Clustering With Unknown Number of Clusters	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tapaswi_Video_Face_Clustering_With_Unknown_Number_of_Clusters_ICCV_2019_paper.pdf	Makarand Tapaswi
Targeted Mismatch Adversarial Attack: Query With a Flower to Retrieve the Tower	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tolias_Targeted_Mismatch_Adversarial_Attack_Query_With_a_Flower_to_Retrieve_ICCV_2019_paper.pdf	Giorgos Tolias
Fashion++: Minimal Edits for Outfit Improvement	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hsiao_Fashion_Minimal_Edits_for_Outfit_Improvement_ICCV_2019_paper.pdf	Wei-Lin Hsiao
Semi-Supervised Pedestrian Instance Synthesis and Detection With Mutual Reinforcement	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wu_Semi-Supervised_Pedestrian_Instance_Synthesis_and_Detection_With_Mutual_Reinforcement_ICCV_2019_paper.pdf	Si Wu
SILCO: Show a Few Images, Localize the Common Object	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hu_SILCO_Show_a_Few_Images_Localize_the_Common_Object_ICCV_2019_paper.pdf	Tao Hu
A Deep Step Pattern Representation for Multimodal Retinal Image Registration	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lee_A_Deep_Step_Pattern_Representation_for_Multimodal_Retinal_Image_Registration_ICCV_2019_paper.pdf	Jimmy Addison Lee
Deep Graphical Feature Learning for the Feature Matching Problem	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Deep_Graphical_Feature_Learning_for_the_Feature_Matching_Problem_ICCV_2019_paper.pdf	Zhen Zhang
Minimum Delay Object Detection From Video	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lao_Minimum_Delay_Object_Detection_From_Video_ICCV_2019_paper.pdf	Dong Lao
Learning With Average Precision: Training Image Retrieval With a Listwise Loss	http://openaccess.thecvf.com/content_ICCV_2019/papers/Revaud_Learning_With_Average_Precision_Training_Image_Retrieval_With_a_Listwise_ICCV_2019_paper.pdf	Jerome Revaud
Learning to Find Common Objects Across Few Image Collections	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shaban_Learning_to_Find_Common_Objects_Across_Few_Image_Collections_ICCV_2019_paper.pdf	Amirreza Shaban
Weakly Aligned Cross-Modal Learning for Multispectral Pedestrian Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Weakly_Aligned_Cross-Modal_Learning_for_Multispectral_Pedestrian_Detection_ICCV_2019_paper.pdf	Lu Zhang
Deep Self-Learning From Noisy Labels	http://openaccess.thecvf.com/content_ICCV_2019/papers/Han_Deep_Self-Learning_From_Noisy_Labels_ICCV_2019_paper.pdf	Jiangfan Han
DSConv: Efficient Convolution Operator	http://openaccess.thecvf.com/content_ICCV_2019/papers/do_Nascimento_DSConv_Efficient_Convolution_Operator_ICCV_2019_paper.pdf	Marcelo Gennari do Nascimento
Once a MAN: Towards Multi-Target Attack via Learning Multi-Target Adversarial Network Once	http://openaccess.thecvf.com/content_ICCV_2019/papers/Han_Once_a_MAN_Towards_Multi-Target_Attack_via_Learning_Multi-Target_Adversarial_ICCV_2019_paper.pdf	Jiangfan Han
Explicit Shape Encoding for Real-Time Instance Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Explicit_Shape_Encoding_for_Real-Time_Instance_Segmentation_ICCV_2019_paper.pdf	Wenqiang Xu
IMP: Instance Mask Projection for High Accuracy Semantic Segmentation of Things	http://openaccess.thecvf.com/content_ICCV_2019/papers/Fu_IMP_Instance_Mask_Projection_for_High_Accuracy_Semantic_Segmentation_of_ICCV_2019_paper.pdf	Cheng-Yang Fu
Video Instance Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yang_Video_Instance_Segmentation_ICCV_2019_paper.pdf	Linjie Yang
Attention Bridging Network for Knowledge Transfer	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Attention_Bridging_Network_for_Knowledge_Transfer_ICCV_2019_paper.pdf	Kunpeng Li
Self-Supervised Difference Detection for Weakly-Supervised Semantic Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shimoda_Self-Supervised_Difference_Detection_for_Weakly-Supervised_Semantic_Segmentation_ICCV_2019_paper.pdf	Wataru Shimoda
SPGNet: Semantic Prediction Guidance for Scene Parsing	http://openaccess.thecvf.com/content_ICCV_2019/papers/Cheng_SPGNet_Semantic_Prediction_Guidance_for_Scene_Parsing_ICCV_2019_paper.pdf	Bowen Cheng
Gated-SCNN: Gated Shape CNNs for Semantic Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Takikawa_Gated-SCNN_Gated_Shape_CNNs_for_Semantic_Segmentation_ICCV_2019_paper.pdf	Towaki Takikawa
DensePoint: Learning Densely Contextual Representation for Efficient Point Cloud Processing	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_DensePoint_Learning_Densely_Contextual_Representation_for_Efficient_Point_Cloud_Processing_ICCV_2019_paper.pdf	Yongcheng Liu
AMP: Adaptive Masked Proxies for Few-Shot Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Siam_AMP_Adaptive_Masked_Proxies_for_Few-Shot_Segmentation_ICCV_2019_paper.pdf	Mennatullah Siam
Universal Semi-Supervised Semantic Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kalluri_Universal_Semi-Supervised_Semantic_Segmentation_ICCV_2019_paper.pdf	Tarun Kalluri
Accelerate Learning of Deep Hashing With Gradient Attention	http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_Accelerate_Learning_of_Deep_Hashing_With_Gradient_Attention_ICCV_2019_paper.pdf	Long-Kai Huang
SVD: A Large-Scale Short Video Dataset for Near-Duplicate Video Retrieval	http://openaccess.thecvf.com/content_ICCV_2019/papers/Jiang_SVD_A_Large-Scale_Short_Video_Dataset_for_Near-Duplicate_Video_Retrieval_ICCV_2019_paper.pdf	Qing-Yuan Jiang
Block Annotation: Better Image Annotation With Sub-Image Decomposition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lin_Block_Annotation_Better_Image_Annotation_With_Sub-Image_Decomposition_ICCV_2019_paper.pdf	Hubert Lin
Probabilistic Deep Ordinal Regression Based on Gaussian Processes	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Probabilistic_Deep_Ordinal_Regression_Based_on_Gaussian_Processes_ICCV_2019_paper.pdf	Yanzhu Liu
Balanced Datasets Are Not Enough: Estimating and Mitigating Gender Bias in Deep Image Representations	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Balanced_Datasets_Are_Not_Enough_Estimating_and_Mitigating_Gender_Bias_ICCV_2019_paper.pdf	Tianlu Wang
Teacher Guided Architecture Search	http://openaccess.thecvf.com/content_ICCV_2019/papers/Bashivan_Teacher_Guided_Architecture_Search_ICCV_2019_paper.pdf	Pouya Bashivan
FACSIMILE: Fast and Accurate Scans From an Image in Less Than a Second	http://openaccess.thecvf.com/content_ICCV_2019/papers/Smith_FACSIMILE_Fast_and_Accurate_Scans_From_an_Image_in_Less_ICCV_2019_paper.pdf	David Smith
Delving Deep Into Hybrid Annotations for 3D Human Recovery in the Wild	http://openaccess.thecvf.com/content_ICCV_2019/papers/Rong_Delving_Deep_Into_Hybrid_Annotations_for_3D_Human_Recovery_in_ICCV_2019_paper.pdf	Yu Rong
Human Mesh Recovery From Monocular Images via a Skeleton-Disentangled Representation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Sun_Human_Mesh_Recovery_From_Monocular_Images_via_a_Skeleton-Disentangled_Representation_ICCV_2019_paper.pdf	Yu Sun
Three-D Safari: Learning to Estimate Zebra Pose, Shape, and Texture From Images "In the Wild"	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zuffi_Three-D_Safari_Learning_to_Estimate_Zebra_Pose_Shape_and_Texture_ICCV_2019_paper.pdf	Silvia Zuffi
Object-Driven Multi-Layer Scene Decomposition From a Single Image	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dhamo_Object-Driven_Multi-Layer_Scene_Decomposition_From_a_Single_Image_ICCV_2019_paper.pdf	Helisa Dhamo
Occupancy Flow: 4D Reconstruction by Learning Particle Dynamics	http://openaccess.thecvf.com/content_ICCV_2019/papers/Niemeyer_Occupancy_Flow_4D_Reconstruction_by_Learning_Particle_Dynamics_ICCV_2019_paper.pdf	Michael Niemeyer
Joint Monocular 3D Vehicle Detection and Tracking	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hu_Joint_Monocular_3D_Vehicle_Detection_and_Tracking_ICCV_2019_paper.pdf	Hou-Ning Hu
Fingerspelling Recognition in the Wild With Iterative Visual Attention	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shi_Fingerspelling_Recognition_in_the_Wild_With_Iterative_Visual_Attention_ICCV_2019_paper.pdf	Bowen Shi
PointAE: Point Auto-Encoder for 3D Statistical Shape and Texture Modelling	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dai_PointAE_Point_Auto-Encoder_for_3D_Statistical_Shape_and_Texture_Modelling_ICCV_2019_paper.pdf	Hang Dai
Multi-Garment Net: Learning to Dress 3D People From Images	http://openaccess.thecvf.com/content_ICCV_2019/papers/Bhatnagar_Multi-Garment_Net_Learning_to_Dress_3D_People_From_Images_ICCV_2019_paper.pdf	Bharat Lal Bhatnagar
Skeleton-Aware 3D Human Shape Reconstruction From Point Clouds	http://openaccess.thecvf.com/content_ICCV_2019/papers/Jiang_Skeleton-Aware_3D_Human_Shape_Reconstruction_From_Point_Clouds_ICCV_2019_paper.pdf	Haiyong Jiang
AMASS: Archive of Motion Capture As Surface Shapes	http://openaccess.thecvf.com/content_ICCV_2019/papers/Mahmood_AMASS_Archive_of_Motion_Capture_As_Surface_Shapes_ICCV_2019_paper.pdf	Naureen Mahmood
Person-in-WiFi: Fine-Grained Person Perception Using WiFi	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Person-in-WiFi_Fine-Grained_Person_Perception_Using_WiFi_ICCV_2019_paper.pdf	Fei Wang
FAB: A Robust Facial Landmark Detection Framework for Motion-Blurred Videos	http://openaccess.thecvf.com/content_ICCV_2019/papers/Sun_FAB_A_Robust_Facial_Landmark_Detection_Framework_for_Motion-Blurred_Videos_ICCV_2019_paper.pdf	Keqiang Sun
Attentional Feature-Pair Relation Networks for Accurate Face Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kang_Attentional_Feature-Pair_Relation_Networks_for_Accurate_Face_Recognition_ICCV_2019_paper.pdf	Bong-Nam Kang
Action Recognition With Spatial-Temporal Discriminative Filter Banks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Martinez_Action_Recognition_With_Spatial-Temporal_Discriminative_Filter_Banks_ICCV_2019_paper.pdf	Brais Martinez
EPIC-Fusion: Audio-Visual Temporal Binding for Egocentric Action Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kazakos_EPIC-Fusion_Audio-Visual_Temporal_Binding_for_Egocentric_Action_Recognition_ICCV_2019_paper.pdf	Evangelos Kazakos
Weakly-Supervised Action Localization With Background Modeling	http://openaccess.thecvf.com/content_ICCV_2019/papers/Nguyen_Weakly-Supervised_Action_Localization_With_Background_Modeling_ICCV_2019_paper.pdf	Phuc Xuan Nguyen
Grouped Spatial-Temporal Aggregation for Efficient Action Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Luo_Grouped_Spatial-Temporal_Aggregation_for_Efficient_Action_Recognition_ICCV_2019_paper.pdf	Chenxu Luo
Temporal Structure Mining for Weakly Supervised Action Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yu_Temporal_Structure_Mining_for_Weakly_Supervised_Action_Detection_ICCV_2019_paper.pdf	Tan Yu
Temporal Recurrent Networks for Online Action Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Temporal_Recurrent_Networks_for_Online_Action_Detection_ICCV_2019_paper.pdf	Mingze Xu
StartNet: Online Detection of Action Start in Untrimmed Videos	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gao_StartNet_Online_Detection_of_Action_Start_in_Untrimmed_Videos_ICCV_2019_paper.pdf	Mingfei Gao
Video Classification With Channel-Separated Convolutional Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tran_Video_Classification_With_Channel-Separated_Convolutional_Networks_ICCV_2019_paper.pdf	Du Tran
Predicting the Future: A Jointly Learnt Model for Action Anticipation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gammulle_Predicting_the_Future_A_Jointly_Learnt_Model_for_Action_Anticipation_ICCV_2019_paper.pdf	Harshala Gammulle
Human-Aware Motion Deblurring	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shen_Human-Aware_Motion_Deblurring_ICCV_2019_paper.pdf	Ziyi Shen
Fast Video Object Segmentation via Dynamic Targeting Network	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Fast_Video_Object_Segmentation_via_Dynamic_Targeting_Network_ICCV_2019_paper.pdf	Lu Zhang
Solving Vision Problems via Filtering	http://openaccess.thecvf.com/content_ICCV_2019/papers/Young_Solving_Vision_Problems_via_Filtering_ICCV_2019_paper.pdf	Sean I. Young
GAN-Based Projector for Faster Recovery With Convergence Guarantees in Linear Inverse Problems	http://openaccess.thecvf.com/content_ICCV_2019/papers/Raj_GAN-Based_Projector_for_Faster_Recovery_With_Convergence_Guarantees_in_Linear_ICCV_2019_paper.pdf	Ankit Raj
Scoot: A Perceptual Metric for Facial Sketches	http://openaccess.thecvf.com/content_ICCV_2019/papers/Fan_Scoot_A_Perceptual_Metric_for_Facial_Sketches_ICCV_2019_paper.pdf	Deng-Ping Fan
Learning Filter Basis for Convolutional Neural Network Compression	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Learning_Filter_Basis_for_Convolutional_Neural_Network_Compression_ICCV_2019_paper.pdf	Yawei Li
End-to-End Learning of Representations for Asynchronous Event-Based Data	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gehrig_End-to-End_Learning_of_Representations_for_Asynchronous_Event-Based_Data_ICCV_2019_paper.pdf	Daniel Gehrig
ERL-Net: Entangled Representation Learning for Single Image De-Raining	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_ERL-Net_Entangled_Representation_Learning_for_Single_Image_De-Raining_ICCV_2019_paper.pdf	Guoqing Wang
Perceptual Deep Depth Super-Resolution	http://openaccess.thecvf.com/content_ICCV_2019/papers/Voynov_Perceptual_Deep_Depth_Super-Resolution_ICCV_2019_paper.pdf	Oleg Voynov
3D Scene Graph: A Structure for Unified Semantics, 3D Space, and Camera	http://openaccess.thecvf.com/content_ICCV_2019/papers/Armeni_3D_Scene_Graph_A_Structure_for_Unified_Semantics_3D_Space_ICCV_2019_paper.pdf	Iro Armeni
Floorplan-Jigsaw: Jointly Estimating Scene Layout and Aligning Partial Scans	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lin_Floorplan-Jigsaw_Jointly_Estimating_Scene_Layout_and_Aligning_Partial_Scans_ICCV_2019_paper.pdf	Cheng Lin
Enforcing Geometric Constraints of Virtual Normal for Depth Prediction	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yin_Enforcing_Geometric_Constraints_of_Virtual_Normal_for_Depth_Prediction_ICCV_2019_paper.pdf	Wei Yin
Deep Contextual Attention for Human-Object Interaction Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Deep_Contextual_Attention_for_Human-Object_Interaction_Detection_ICCV_2019_paper.pdf	Tiancai Wang
Learning Compositional Neural Information Fusion for Human Parsing	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Learning_Compositional_Neural_Information_Fusion_for_Human_Parsing_ICCV_2019_paper.pdf	Wenguan Wang
Attentional Neural Fields for Crowd Counting	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Attentional_Neural_Fields_for_Crowd_Counting_ICCV_2019_paper.pdf	Anran Zhang
Understanding Human Gaze Communication by Spatio-Temporal Graph Reasoning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Fan_Understanding_Human_Gaze_Communication_by_Spatio-Temporal_Graph_Reasoning_ICCV_2019_paper.pdf	Lifeng Fan
Controllable Attention for Structured Layered Video Decomposition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Alayrac_Controllable_Attention_for_Structured_Layered_Video_Decomposition_ICCV_2019_paper.pdf	Jean-Baptiste Alayrac
GANalyze: Toward Visual Definitions of Cognitive Image Properties	http://openaccess.thecvf.com/content_ICCV_2019/papers/Goetschalckx_GANalyze_Toward_Visual_Definitions_of_Cognitive_Image_Properties_ICCV_2019_paper.pdf	Lore Goetschalckx
Saliency-Guided Attention Network for Image-Sentence Matching	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ji_Saliency-Guided_Attention_Network_for_Image-Sentence_Matching_ICCV_2019_paper.pdf	Zhong Ji
CAMP: Cross-Modal Adaptive Message Passing for Text-Image Retrieval	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_CAMP_Cross-Modal_Adaptive_Message_Passing_for_Text-Image_Retrieval_ICCV_2019_paper.pdf	Zihao Wang
ACMM: Aligned Cross-Modal Memory for Few-Shot Image and Sentence Matching	http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_ACMM_Aligned_Cross-Modal_Memory_for_Few-Shot_Image_and_Sentence_Matching_ICCV_2019_paper.pdf	Yan Huang
Creativity Inspired Zero-Shot Learning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Elhoseiny_Creativity_Inspired_Zero-Shot_Learning_ICCV_2019_paper.pdf	Mohamed Elhoseiny
Generating Easy-to-Understand Referring Expressions for Target Identifications	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tanaka_Generating_Easy-to-Understand_Referring_Expressions_for_Target_Identifications_ICCV_2019_paper.pdf	Mikihiro Tanaka
Language-Agnostic Visual-Semantic Embeddings	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wehrmann_Language-Agnostic_Visual-Semantic_Embeddings_ICCV_2019_paper.pdf	Jonatas Wehrmann
Adversarial Representation Learning for Text-to-Image Matching	http://openaccess.thecvf.com/content_ICCV_2019/papers/Sarafianos_Adversarial_Representation_Learning_for_Text-to-Image_Matching_ICCV_2019_paper.pdf	Nikolaos Sarafianos
Multi-Modality Latent Interaction Network for Visual Question Answering	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gao_Multi-Modality_Latent_Interaction_Network_for_Visual_Question_Answering_ICCV_2019_paper.pdf	Peng Gao
Key.Net: Keypoint Detection by Handcrafted and Learned CNN Filters	http://openaccess.thecvf.com/content_ICCV_2019/papers/Barroso-Laguna_Key.Net_Keypoint_Detection_by_Handcrafted_and_Learned_CNN_Filters_ICCV_2019_paper.pdf	Axel Barroso-Laguna
Learning Two-View Correspondences and Geometry Using Order-Aware Network	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Learning_Two-View_Correspondences_and_Geometry_Using_Order-Aware_Network_ICCV_2019_paper.pdf	Jiahui Zhang
Learning Meshes for Dense Visual SLAM	http://openaccess.thecvf.com/content_ICCV_2019/papers/Bloesch_Learning_Meshes_for_Dense_Visual_SLAM_ICCV_2019_paper.pdf	Michael Bloesch
EM-Fusion: Dynamic Object-Level SLAM With Probabilistic Data Association	http://openaccess.thecvf.com/content_ICCV_2019/papers/Strecke_EM-Fusion_Dynamic_Object-Level_SLAM_With_Probabilistic_Data_Association_ICCV_2019_paper.pdf	Michael Strecke
ClusterSLAM: A SLAM Backend for Simultaneous Rigid Body Clustering and Motion Estimation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_ClusterSLAM_A_SLAM_Backend_for_Simultaneous_Rigid_Body_Clustering_and_ICCV_2019_paper.pdf	Jiahui Huang
Efficient and Robust Registration on the 3D Special Euclidean Group	http://openaccess.thecvf.com/content_ICCV_2019/papers/Bhattacharya_Efficient_and_Robust_Registration_on_the_3D_Special_Euclidean_Group_ICCV_2019_paper.pdf	Uttaran Bhattacharya
Algebraic Characterization of Essential Matrices and Their Averaging in Multiview Settings	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kasten_Algebraic_Characterization_of_Essential_Matrices_and_Their_Averaging_in_Multiview_ICCV_2019_paper.pdf	Yoni Kasten
Liquid Warping GAN: A Unified Framework for Human Motion Imitation, Appearance Transfer and Novel View Synthesis	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Liquid_Warping_GAN_A_Unified_Framework_for_Human_Motion_Imitation_ICCV_2019_paper.pdf	Wen Liu
RelGAN: Multi-Domain Image-to-Image Translation via Relative Attributes	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wu_RelGAN_Multi-Domain_Image-to-Image_Translation_via_Relative_Attributes_ICCV_2019_paper.pdf	Po-Wei Wu
Attribute-Driven Spontaneous Motion in Unpaired Image Translation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wu_Attribute-Driven_Spontaneous_Motion_in_Unpaired_Image_Translation_ICCV_2019_paper.pdf	Ruizheng Wu
Everybody Dance Now	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chan_Everybody_Dance_Now_ICCV_2019_paper.pdf	Caroline Chan
Multimodal Style Transfer via Graph Cuts	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Multimodal_Style_Transfer_via_Graph_Cuts_ICCV_2019_paper.pdf	Yulun Zhang
A Closed-Form Solution to Universal Style Transfer	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lu_A_Closed-Form_Solution_to_Universal_Style_Transfer_ICCV_2019_paper.pdf	Ming Lu
Progressive Reconstruction of Visual Structure for Image Inpainting	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Progressive_Reconstruction_of_Visual_Structure_for_Image_Inpainting_ICCV_2019_paper.pdf	Jingyuan Li
Variational Adversarial Active Learning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Sinha_Variational_Adversarial_Active_Learning_ICCV_2019_paper.pdf	Samarth Sinha
Confidence Regularized Self-Training	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zou_Confidence_Regularized_Self-Training_ICCV_2019_paper.pdf	Yang Zou
Anchor Loss: Modulating Loss Scale Based on Prediction Difficulty	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ryou_Anchor_Loss_Modulating_Loss_Scale_Based_on_Prediction_Difficulty_ICCV_2019_paper.pdf	Serim Ryou
Local Aggregation for Unsupervised Learning of Visual Embeddings	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhuang_Local_Aggregation_for_Unsupervised_Learning_of_Visual_Embeddings_ICCV_2019_paper.pdf	Chengxu Zhuang
PR Product: A Substitute for Inner Product in Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_PR_Product_A_Substitute_for_Inner_Product_in_Neural_Networks_ICCV_2019_paper.pdf	Zhennan Wang
CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yun_CutMix_Regularization_Strategy_to_Train_Strong_Classifiers_With_Localizable_Features_ICCV_2019_paper.pdf	Sangdoo Yun
Towards Interpretable Object Detection by Unfolding Latent Structures	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wu_Towards_Interpretable_Object_Detection_by_Unfolding_Latent_Structures_ICCV_2019_paper.pdf	Tianfu Wu
Scaling Object Detection by Transferring Classification Weights	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kuen_Scaling_Object_Detection_by_Transferring_Classification_Weights_ICCV_2019_paper.pdf	Jason Kuen
Scale-Aware Trident Networks for Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Scale-Aware_Trident_Networks_for_Object_Detection_ICCV_2019_paper.pdf	Yanghao Li
Object-Aware Instance Labeling for Weakly Supervised Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kosugi_Object-Aware_Instance_Labeling_for_Weakly_Supervised_Object_Detection_ICCV_2019_paper.pdf	Satoshi Kosugi
Generative Modeling for Small-Data Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Generative_Modeling_for_Small-Data_Object_Detection_ICCV_2019_paper.pdf	Lanlan Liu
Transductive Learning for Zero-Shot Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Rahman_Transductive_Learning_for_Zero-Shot_Object_Detection_ICCV_2019_paper.pdf	Shafin Rahman
Self-Training and Adversarial Background Regularization for Unsupervised Domain Adaptive One-Stage Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kim_Self-Training_and_Adversarial_Background_Regularization_for_Unsupervised_Domain_Adaptive_One-Stage_ICCV_2019_paper.pdf	Seunghyeon Kim
Memory-Based Neighbourhood Embedding for Visual Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Memory-Based_Neighbourhood_Embedding_for_Visual_Recognition_ICCV_2019_paper.pdf	Suichan Li
Self-Similarity Grouping: A Simple Unsupervised Cross Domain Adaptation Approach for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Fu_Self-Similarity_Grouping_A_Simple_Unsupervised_Cross_Domain_Adaptation_Approach_for_ICCV_2019_paper.pdf	Yang Fu
Deep Reinforcement Active Learning for Human-in-the-Loop Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Deep_Reinforcement_Active_Learning_for_Human-in-the-Loop_Person_Re-Identification_ICCV_2019_paper.pdf	Zimo Liu
